Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_cut,FarFromHome,LowMonthlyIncome,LowWorkingYears,TotalSatisfaction
Yes,Travel_Frequently,251,10,College,Life Sciences,Female,45,Medium,1,Laboratory Technician,Single,25308,1,No,20,Outstanding,0,2,Bad,2,2,2,2,0,0,1,1,4
No,Travel_Rarely,168,4,College,Marketing,Female,33,Medium,5,Manager,Married,9946,2,No,14,Excellent,1,2,Better,11,4,0,8,3,0,0,0,6
No,Travel_Rarely,131,2,Bachelor,Marketing,Female,86,High,2,Sales Executive,Single,6039,1,Yes,12,Excellent,0,3,Better,3,2,0,2,1,0,0,0,5
No,Travel_Rarely,1429,18,Master,Medical,Male,67,High,3,Manufacturing Director,Single,20002,6,No,12,Excellent,0,6,Good,9,7,5,4,4,0,0,0,9
No,Travel_Frequently,135,19,Bachelor,Medical,Female,46,High,2,Laboratory Technician,Divorced,22534,4,No,13,Excellent,2,2,Best,11,8,5,10,1,0,0,0,5
No,Travel_Frequently,791,1,Master,Medical,Male,44,High,1,Laboratory Technician,Single,6842,1,Yes,11,Excellent,0,2,Good,4,2,0,2,1,0,1,0,7
No,Travel_Frequently,648,11,Bachelor,Life Sciences,Male,56,Medium,2,Human Resources,Married,21833,4,No,11,Excellent,2,5,Best,10,9,1,8,1,0,0,0,6
No,Travel_Rarely,735,6,Below College,Life Sciences,Male,66,High,1,Research Scientist,Married,6020,1,Yes,14,Excellent,0,3,Better,3,2,2,2,2,0,0,0,7
No,Travel_Rarely,603,7,Master,Medical,Female,78,Very High,2,Research Scientist,Married,5628,6,Yes,16,Excellent,0,2,Better,1,0,0,0,2,0,1,0,5
No,Travel_Rarely,429,2,Master,Life Sciences,Female,53,High,2,Manufacturing Director,Single,2323,9,Yes,11,Excellent,0,2,Better,16,14,5,12,2,0,0,0,6
Yes,Travel_Rarely,621,15,Bachelor,Medical,Female,73,High,3,Healthcare Representative,Married,14075,1,No,11,Excellent,1,2,Better,10,7,0,5,3,0,0,0,6
No,Travel_Frequently,193,2,Bachelor,Life Sciences,Male,52,Medium,1,Laboratory Technician,Married,14222,1,Yes,12,Excellent,1,2,Better,2,2,2,2,1,0,0,1,7
No,Travel_Frequently,968,6,College,Medical,Female,40,Medium,1,Laboratory Technician,Single,4257,1,No,14,Excellent,0,6,Good,7,0,7,7,3,0,1,0,4
No,Non-Travel,879,9,College,Medical,Female,72,High,2,Manufacturing Director,Single,12858,7,Yes,18,Excellent,0,3,Better,8,4,1,7,1,0,0,0,6
Yes,Travel_Rarely,806,7,Bachelor,Technical Degree,Female,39,High,1,Laboratory Technician,Divorced,17285,3,Yes,13,Excellent,2,2,Better,7,7,7,7,1,0,0,0,3
No,Travel_Rarely,640,1,Bachelor,Technical Degree,Male,84,High,1,Research Scientist,Single,4732,2,No,11,Excellent,0,2,Good,3,2,1,2,1,0,1,0,4
No,Travel_Rarely,266,1,Bachelor,Medical,Female,40,High,1,Research Scientist,Single,18830,1,No,18,Excellent,0,3,Good,2,2,2,1,0,0,1,1,7
No,Travel_Rarely,604,8,Bachelor,Medical,Male,56,Very High,2,Sales Executive,Married,11693,1,No,15,Excellent,2,4,Best,10,7,0,8,1,0,0,0,7
No,Travel_Frequently,364,25,Bachelor,Medical,Female,83,High,5,Manager,Single,13035,3,No,22,Outstanding,0,4,Better,0,0,0,0,3,1,0,0,4
No,Travel_Rarely,848,23,Master,Life Sciences,Male,88,High,1,Research Scientist,Divorced,26076,1,No,12,Excellent,2,3,Better,2,2,2,2,4,1,1,1,5
Yes,Travel_Rarely,1089,7,College,Life Sciences,Male,79,High,2,Laboratory Technician,Married,22845,1,No,18,Excellent,1,3,Better,10,4,1,1,1,0,0,0,5
Yes,Travel_Rarely,360,23,Bachelor,Medical,Male,93,High,1,Research Scientist,Single,22154,1,No,13,Excellent,0,2,Better,5,2,0,3,2,1,0,0,2
No,Travel_Rarely,1138,6,Bachelor,Technical Degree,Female,48,Medium,2,Laboratory Technician,Married,23631,1,No,12,Excellent,1,6,Better,9,2,6,7,1,0,0,0,3
No,Travel_Rarely,325,10,Master,Technical Degree,Female,63,High,3,Healthcare Representative,Married,5747,3,No,12,Excellent,0,0,Better,7,7,1,7,2,0,0,0,5
No,Travel_Rarely,991,1,College,Life Sciences,Female,44,High,1,Human Resources,Single,22957,6,No,12,Excellent,0,3,Best,7,6,5,7,3,0,0,0,5
No,Non-Travel,1476,1,Bachelor,Life Sciences,Female,55,Low,2,Laboratory Technician,Married,16392,1,No,11,Excellent,3,6,Better,9,8,7,5,1,0,0,0,5
No,Travel_Rarely,1322,28,Bachelor,Life Sciences,Female,43,High,4,Research Director,Married,22422,4,Yes,11,Excellent,0,2,Better,3,2,1,2,3,1,0,0,4
Yes,Travel_Rarely,299,25,Master,Marketing,Male,57,Medium,3,Sales Executive,Single,17235,2,Yes,12,Excellent,0,2,Better,5,4,1,0,2,1,0,0,6
Yes,Travel_Rarely,1030,5,Bachelor,Life Sciences,Male,64,High,3,Sales Executive,Single,21534,9,Yes,19,Excellent,0,2,Good,8,7,7,7,4,0,0,0,4
No,Travel_Rarely,634,17,Master,Medical,Female,95,High,3,Manager,Married,25927,1,Yes,23,Outstanding,2,2,Better,9,1,0,8,1,0,0,0,4
No,Travel_Rarely,524,18,College,Life Sciences,Male,32,High,2,Manufacturing Director,Single,13352,1,No,11,Excellent,0,6,Better,8,7,1,7,2,0,0,0,2
No,Non-Travel,587,2,Master,Life Sciences,Female,57,High,3,Sales Executive,Divorced,8935,1,Yes,19,Excellent,1,5,Good,10,8,9,6,1,0,0,0,5
Yes,Travel_Frequently,1060,1,Bachelor,Life Sciences,Female,54,High,1,Sales Representative,Single,8319,1,Yes,11,Excellent,0,2,Best,3,2,2,2,1,0,1,0,4
Yes,Travel_Rarely,935,3,Bachelor,Life Sciences,Male,89,High,1,Laboratory Technician,Married,14669,4,No,12,Excellent,0,4,Best,3,2,1,2,3,0,1,0,2
No,Travel_Rarely,206,8,Master,Life Sciences,Male,99,High,5,Manager,Single,4022,6,No,14,Excellent,0,4,Better,7,3,7,7,4,0,0,0,4
No,Non-Travel,458,16,College,Life Sciences,Male,74,High,1,Research Scientist,Divorced,8532,9,No,16,Excellent,1,0,Better,4,2,0,0,2,0,0,0,5
No,Travel_Rarely,943,9,Bachelor,Life Sciences,Male,86,High,3,Healthcare Representative,Divorced,5494,1,No,11,Excellent,1,0,Good,9,7,1,6,1,0,0,0,9
No,Travel_Rarely,523,2,Bachelor,Life Sciences,Male,98,High,2,Research Scientist,Single,22455,1,No,13,Excellent,0,4,Better,9,8,8,8,2,0,0,0,7
No,Travel_Frequently,1018,1,Bachelor,Marketing,Female,66,High,2,Sales Executive,Divorced,4297,1,No,17,Excellent,1,2,Better,9,3,1,7,2,0,0,0,5
No,Travel_Frequently,482,4,Master,Life Sciences,Male,87,High,2,Research Scientist,Single,2690,1,Yes,11,Excellent,0,3,Better,9,6,1,1,2,0,0,0,5
No,Travel_Rarely,1009,2,College,Life Sciences,Female,31,High,2,Sales Executive,Divorced,19461,3,No,15,Excellent,1,3,Better,7,7,1,7,2,0,0,0,4
No,Travel_Rarely,507,15,College,Medical,Female,66,High,2,Sales Executive,Single,23553,1,No,12,Excellent,0,6,Best,10,8,9,6,1,0,0,0,5
No,Travel_Rarely,882,19,Below College,Medical,Male,67,High,1,Laboratory Technician,Married,9075,3,No,11,Excellent,3,6,Good,3,2,1,2,0,0,0,0,8
Yes,Travel_Rarely,601,7,Master,Medical,Female,53,Medium,3,Manufacturing Director,Married,12023,7,Yes,14,Excellent,0,0,Good,10,9,5,9,4,0,0,0,5
No,Travel_Rarely,329,1,Master,Life Sciences,Male,88,High,1,Laboratory Technician,Married,6762,3,No,22,Outstanding,1,3,Better,4,2,0,3,2,0,1,0,4
No,Travel_Frequently,607,7,Bachelor,Marketing,Female,83,Very High,2,Sales Executive,Married,2261,2,No,16,Excellent,1,2,Good,15,7,6,13,2,0,0,0,3
No,Travel_Rarely,855,4,Bachelor,Life Sciences,Male,54,High,3,Manufacturing Director,Single,18706,1,No,11,Excellent,0,2,Better,10,9,0,8,3,0,0,0,8
No,Travel_Rarely,1291,11,Bachelor,Medical,Female,98,Very High,1,Sales Representative,Married,6527,8,No,14,Excellent,1,4,Better,1,0,0,0,1,0,1,0,6
No,Travel_Rarely,1405,11,College,Technical Degree,Female,82,Medium,4,Manufacturing Director,Single,24439,3,No,16,Excellent,0,1,Good,5,2,0,3,3,0,0,0,5
No,Non-Travel,1124,1,Bachelor,Life Sciences,Female,97,High,1,Laboratory Technician,Single,19305,1,No,15,Excellent,0,5,Best,0,0,0,0,0,0,1,1,8
No,Travel_Rarely,817,1,Bachelor,Medical,Female,60,Medium,2,Laboratory Technician,Married,10846,1,No,12,Excellent,1,0,Better,9,7,0,0,2,0,0,0,7
No,Travel_Frequently,793,2,Below College,Life Sciences,Male,43,Low,2,Sales Executive,Single,20392,3,No,20,Outstanding,0,3,Better,6,2,0,0,1,0,0,0,7
No,Non-Travel,999,26,Below College,Technical Degree,Female,92,Medium,1,Research Scientist,Divorced,15891,1,No,20,Outstanding,3,2,Better,5,4,0,0,1,1,1,0,4
No,Travel_Rarely,1202,2,Below College,Medical,Female,89,Very High,2,Healthcare Representative,Divorced,13888,5,No,20,Outstanding,3,0,Better,12,11,11,8,2,0,0,0,4
No,Travel_Rarely,285,29,Bachelor,Medical,Male,86,High,2,Laboratory Technician,Married,17491,4,No,13,Excellent,2,1,Better,8,7,7,7,1,1,0,0,3
Yes,Travel_Frequently,703,2,Bachelor,Life Sciences,Female,90,Medium,1,Sales Representative,Single,11882,7,No,14,Excellent,0,3,Best,1,0,0,0,1,0,1,0,7
Yes,Travel_Frequently,662,18,Master,Marketing,Female,67,High,2,Sales Executive,Married,23288,1,Yes,18,Excellent,1,0,Good,4,2,3,2,2,0,0,0,7
No,Travel_Frequently,693,7,Bachelor,Life Sciences,Male,57,Very High,1,Research Scientist,Divorced,15748,1,No,11,Excellent,3,2,Better,4,2,0,3,2,0,1,0,8
No,Travel_Rarely,404,2,Master,Technical Degree,Female,98,High,2,Healthcare Representative,Single,6163,1,No,11,Excellent,0,2,Best,14,11,4,11,1,0,0,0,8
No,Travel_Rarely,736,26,Bachelor,Life Sciences,Male,48,Medium,2,Sales Executive,Married,24232,1,No,11,Excellent,1,0,Better,5,3,0,4,1,1,0,0,4
Yes,Travel_Rarely,330,22,Master,Medical,Male,98,High,2,Manufacturing Director,Married,21057,1,Yes,15,Excellent,2,3,Good,10,2,6,7,1,1,0,0,8
No,Travel_Rarely,1498,21,Master,Life Sciences,Male,44,Medium,2,Sales Executive,Married,3567,3,Yes,12,Excellent,2,2,Best,5,4,1,4,2,0,0,0,6
No,Travel_Frequently,541,2,Bachelor,Marketing,Male,52,High,3,Sales Executive,Married,15395,2,No,11,Excellent,0,5,Better,4,2,3,2,3,0,0,0,3
No,Travel_Frequently,1200,22,Bachelor,Life Sciences,Female,75,High,2,Research Scientist,Divorced,13953,3,Yes,14,Excellent,2,4,Good,6,2,3,3,2,1,0,0,6
No,Travel_Rarely,1439,4,Below College,Life Sciences,Male,54,High,1,Research Scientist,Married,5182,7,Yes,15,Excellent,0,2,Better,6,4,1,3,2,0,1,0,7
No,Travel_Frequently,1111,5,Below College,Life Sciences,Male,61,High,2,Sales Executive,Married,19293,6,No,13,Excellent,0,2,Best,5,4,1,2,1,0,0,0,4
No,Travel_Rarely,499,2,Below College,Marketing,Male,36,High,2,Sales Executive,Married,20497,1,Yes,13,Excellent,3,3,Good,3,2,1,2,1,0,0,0,3
No,Non-Travel,1485,25,College,Life Sciences,Male,71,High,3,Healthcare Representative,Married,3449,3,No,21,Outstanding,1,2,Better,6,4,0,5,2,1,0,0,5
No,Travel_Rarely,1372,18,Below College,Life Sciences,Male,93,Very High,2,Sales Executive,Married,12477,2,No,11,Excellent,0,3,Good,3,2,1,2,0,0,0,0,3
No,Travel_Frequently,322,28,College,Medical,Female,59,Very High,4,Manufacturing Director,Married,9731,2,Yes,11,Excellent,1,3,Good,5,3,0,2,4,1,0,0,6
No,Travel_Rarely,205,10,Bachelor,Marketing,Female,98,Medium,2,Sales Executive,Married,7100,1,Yes,11,Excellent,0,3,Better,6,2,4,4,1,0,0,0,9
Yes,Travel_Rarely,135,17,Master,Life Sciences,Female,51,High,1,Research Scientist,Single,25681,1,Yes,13,Excellent,0,2,Better,8,2,7,7,1,0,1,0,8
No,Travel_Rarely,683,2,Below College,Medical,Male,36,Medium,1,Research Scientist,Single,4050,1,No,12,Excellent,0,2,Better,4,3,1,1,0,0,0,0,6
No,Travel_Rarely,258,8,Master,Other,Female,54,High,1,Laboratory Technician,Married,17363,9,No,13,Excellent,0,2,Bad,5,4,0,4,4,0,1,0,4
No,Travel_Rarely,1462,11,Bachelor,Medical,Female,94,High,1,Laboratory Technician,Single,19106,4,No,18,Excellent,0,6,Better,3,2,0,2,2,0,0,0,2
No,Travel_Frequently,200,18,College,Life Sciences,Male,60,High,3,Manufacturing Director,Single,19944,2,No,11,Excellent,0,2,Better,2,2,2,2,2,0,0,0,7
No,Travel_Rarely,949,1,Bachelor,Technical Degree,Male,81,High,1,Laboratory Technician,Married,4910,4,No,11,Excellent,1,2,Good,3,2,0,2,0,0,0,0,4
No,Travel_Rarely,652,7,Bachelor,Other,Male,100,Very High,1,Laboratory Technician,Single,23577,1,No,12,Excellent,0,2,Better,7,7,0,7,0,0,0,0,5
No,Travel_Rarely,332,17,Bachelor,Other,Male,51,Medium,3,Human Resources,Single,9769,1,No,13,Excellent,0,3,Good,10,9,0,9,1,0,0,0,1
Yes,Travel_Frequently,1475,28,College,Life Sciences,Male,97,Medium,2,Laboratory Technician,Single,22710,3,No,20,Outstanding,0,2,Better,4,3,1,3,3,1,0,0,0
Yes,Travel_Frequently,337,14,Below College,Other,Female,84,High,3,Healthcare Representative,Single,22930,1,Yes,12,Excellent,0,1,Better,8,7,7,7,1,0,0,0,5
No,Travel_Rarely,1055,1,Bachelor,Medical,Female,76,High,5,Research Director,Married,22456,3,Yes,21,Outstanding,1,3,Better,9,8,1,5,4,0,0,0,5
No,Travel_Rarely,1136,1,Master,Medical,Male,81,Very High,4,Research Director,Divorced,12414,2,No,13,Excellent,2,4,Best,7,7,0,0,4,0,0,0,7
No,Travel_Rarely,1174,3,Master,Marketing,Female,99,High,2,Sales Executive,Single,20763,3,Yes,16,Excellent,0,3,Better,5,4,0,1,2,0,0,0,4
Yes,Travel_Frequently,667,1,Master,Life Sciences,Female,50,Low,1,Sales Representative,Single,16154,1,No,12,Excellent,0,3,Better,1,0,0,0,1,0,1,1,4
No,Travel_Rarely,855,7,Master,Marketing,Female,73,High,2,Sales Executive,Divorced,12761,7,No,14,Excellent,2,3,Better,3,2,0,2,1,0,0,0,4
No,Travel_Rarely,182,8,Doctor,Life Sciences,Female,93,High,4,Research Director,Single,8847,3,No,11,Excellent,0,3,Best,3,2,1,0,1,0,0,0,3
No,Travel_Frequently,560,1,Master,Other,Male,91,High,1,Research Scientist,Divorced,20284,5,No,14,Excellent,2,2,Better,4,3,1,3,1,0,1,0,5
Yes,Travel_Rarely,202,8,Bachelor,Life Sciences,Female,34,Medium,1,Research Scientist,Single,22262,1,No,12,Excellent,0,3,Best,1,0,0,0,1,0,1,1,3
No,Travel_Rarely,1377,11,Below College,Life Sciences,Male,91,High,1,Laboratory Technician,Married,7679,1,No,14,Excellent,0,3,Best,5,0,1,4,1,0,1,0,2
No,Travel_Rarely,172,4,Master,Life Sciences,Male,37,Medium,2,Laboratory Technician,Single,22604,1,No,16,Excellent,0,2,Good,10,4,1,8,2,0,0,0,5
No,Travel_Rarely,329,16,Master,Marketing,Female,98,Medium,2,Sales Executive,Married,13494,4,No,13,Excellent,2,3,Good,3,2,0,2,2,0,0,0,2
No,Travel_Rarely,465,1,Bachelor,Technical Degree,Male,74,High,1,Research Scientist,Married,10205,7,No,12,Excellent,1,2,Good,6,5,1,2,3,0,0,0,5
Yes,Travel_Rarely,383,9,College,Life Sciences,Male,68,Medium,1,Sales Representative,Married,15182,3,No,12,Excellent,0,2,Better,3,2,2,2,0,0,0,0,0
No,Non-Travel,1413,5,College,Technical Degree,Male,84,Very High,1,Laboratory Technician,Single,25470,1,No,14,Excellent,0,2,Bad,6,5,1,3,2,0,0,0,4
No,Travel_Rarely,1255,1,College,Life Sciences,Female,90,High,1,Research Scientist,Married,10494,2,No,22,Outstanding,1,3,Best,3,2,1,0,4,0,1,0,3
No,Travel_Rarely,1476,4,Below College,Medical,Female,42,High,2,Sales Executive,Married,15211,1,Yes,12,Excellent,2,3,Better,5,4,0,3,0,0,0,0,7
No,Travel_Rarely,601,7,Doctor,Marketing,Male,97,High,2,Sales Executive,Married,23343,4,No,12,Excellent,1,3,Good,4,3,0,3,1,0,0,0,8
No,Travel_Rarely,401,1,Bachelor,Life Sciences,Female,86,Medium,1,Laboratory Technician,Married,3708,5,No,17,Excellent,1,2,Good,5,4,0,2,1,0,0,0,4
No,Travel_Rarely,1283,5,Doctor,Medical,Male,90,Very High,1,Research Scientist,Married,5561,2,Yes,12,Excellent,0,5,Good,4,2,0,3,2,0,1,0,3
No,Non-Travel,663,9,Master,Other,Male,81,High,2,Laboratory Technician,Divorced,23099,3,No,11,Excellent,2,2,Best,8,7,0,7,2,0,0,0,6
No,Travel_Rarely,326,8,College,Life Sciences,Male,31,High,3,Sales Executive,Divorced,8386,1,No,18,Excellent,1,5,Better,13,7,9,9,1,0,0,0,3
Yes,Travel_Rarely,377,9,Bachelor,Marketing,Male,52,High,3,Sales Executive,Divorced,15986,4,No,11,Excellent,1,1,Best,7,7,4,3,3,0,0,0,3
Yes,Non-Travel,592,2,Bachelor,Life Sciences,Female,54,Medium,1,Laboratory Technician,Single,17181,2,Yes,23,Outstanding,0,2,Best,1,0,0,0,2,0,0,0,1
Yes,Travel_Frequently,1445,1,Doctor,Life Sciences,Female,100,Very High,3,Manufacturing Director,Single,8931,1,No,11,Excellent,0,2,Better,10,8,4,7,1,0,0,0,3
No,Travel_Rarely,1038,20,Bachelor,Medical,Male,95,Low,3,Healthcare Representative,Divorced,19863,2,Yes,18,Excellent,1,2,Better,7,7,0,7,3,0,0,0,2
No,Travel_Rarely,1398,8,College,Medical,Female,96,Very High,1,Human Resources,Single,24609,9,No,18,Excellent,0,3,Better,3,2,0,2,1,0,1,0,7
Yes,Travel_Frequently,523,2,Bachelor,Life Sciences,Male,94,High,1,Laboratory Technician,Married,21081,6,Yes,13,Excellent,1,2,Bad,2,2,2,2,1,0,0,0,6
No,Travel_Rarely,1448,29,Bachelor,Technical Degree,Male,55,High,3,Manufacturing Director,Married,14720,4,Yes,18,Excellent,2,4,Best,3,1,1,2,3,1,0,0,7
No,Travel_Rarely,1221,7,Bachelor,Marketing,Male,96,High,2,Sales Executive,Divorced,24795,4,No,11,Excellent,3,3,Better,2,2,2,2,3,0,0,0,2
Yes,Travel_Rarely,1107,9,Master,Technical Degree,Female,52,High,1,Human Resources,Married,3072,1,No,15,Excellent,0,0,Better,2,2,2,2,1,0,1,1,5
No,Non-Travel,218,8,Below College,Medical,Male,55,Medium,3,Research Director,Divorced,25178,2,No,11,Excellent,1,5,Better,9,8,4,8,2,0,0,0,6
No,Travel_Rarely,866,5,Bachelor,Medical,Male,84,High,2,Sales Executive,Single,23490,1,No,18,Excellent,0,4,Better,5,4,1,3,1,0,0,0,6
No,Non-Travel,981,5,Bachelor,Life Sciences,Male,90,Medium,1,Laboratory Technician,Single,7973,3,No,14,Excellent,0,5,Better,5,2,0,3,3,0,1,0,7
No,Travel_Rarely,447,2,Bachelor,Medical,Male,39,Very High,4,Research Director,Single,19764,4,No,12,Excellent,0,2,Good,9,8,8,8,4,0,0,0,5
No,Travel_Rarely,1495,5,Master,Technical Degree,Male,96,High,2,Healthcare Representative,Married,21534,2,No,14,Excellent,1,0,Good,3,2,1,2,3,0,0,0,3
No,Travel_Rarely,896,2,Bachelor,Medical,Male,68,High,1,Research Scientist,Divorced,8045,2,No,14,Excellent,1,3,Best,3,1,1,2,2,0,1,0,6
No,Travel_Rarely,1467,20,Bachelor,Life Sciences,Male,49,High,1,Research Scientist,Single,21158,1,No,13,Excellent,0,3,Good,5,2,1,3,3,0,0,0,6
No,Travel_Frequently,430,7,Bachelor,Medical,Male,54,High,2,Sales Executive,Married,17456,1,No,14,Excellent,2,2,Better,4,3,0,3,1,0,0,0,3
No,Travel_Rarely,1326,3,Bachelor,Other,Male,81,Low,2,Sales Executive,Single,15891,3,No,18,Excellent,0,2,Better,13,9,3,12,1,0,0,0,6
No,Travel_Rarely,1358,16,Below College,Life Sciences,Male,96,High,2,Sales Executive,Married,2939,8,No,15,Excellent,2,2,Good,2,1,2,2,1,0,0,0,7
No,Travel_Frequently,748,9,College,Medical,Female,74,High,1,Laboratory Technician,Single,16458,1,No,13,Excellent,0,3,Better,12,9,5,8,2,0,0,0,5
No,Travel_Frequently,383,1,Doctor,Marketing,Female,79,High,2,Sales Executive,Married,9282,7,No,12,Excellent,1,4,Good,1,0,0,0,3,0,0,0,4
No,Non-Travel,990,7,Bachelor,Technical Degree,Male,64,High,1,Research Scientist,Divorced,7152,1,No,13,Excellent,2,2,Good,1,0,0,0,1,0,1,1,5
No,Travel_Rarely,405,1,College,Life Sciences,Male,93,Very High,2,Research Scientist,Married,2721,1,No,24,Outstanding,1,2,Good,12,9,2,8,4,0,0,0,3
No,Travel_Rarely,1490,7,Master,Life Sciences,Male,35,High,3,Healthcare Representative,Divorced,20948,3,No,14,Excellent,2,3,Better,8,7,0,7,3,0,0,0,4
No,Travel_Frequently,829,15,Bachelor,Medical,Male,71,High,4,Research Director,Divorced,11929,7,No,14,Excellent,2,3,Good,14,8,6,9,1,0,0,0,4
Yes,Travel_Frequently,1496,1,Bachelor,Technical Degree,Male,92,High,1,Sales Representative,Married,15747,3,No,15,Excellent,1,3,Best,3,2,1,2,1,0,1,0,5
Yes,Travel_Frequently,115,13,Bachelor,Technical Degree,Female,51,High,2,Sales Executive,Single,17485,5,No,11,Excellent,0,4,Bad,5,3,0,0,1,0,0,0,1
Yes,Travel_Rarely,790,24,Master,Medical,Female,40,Medium,2,Sales Executive,Single,7815,1,Yes,23,Outstanding,0,2,Best,15,9,10,10,1,1,0,0,3
No,Travel_Rarely,660,7,Below College,Life Sciences,Male,76,High,1,Sales Representative,Married,16192,1,No,13,Excellent,1,3,Better,1,0,0,0,2,0,1,1,5
Yes,Travel_Frequently,381,9,Bachelor,Medical,Male,89,High,1,Laboratory Technician,Single,16998,2,Yes,11,Excellent,0,2,Good,0,0,0,0,0,0,1,0,3
No,Non-Travel,830,13,College,Life Sciences,Female,78,High,1,Sales Representative,Married,7103,1,No,13,Excellent,1,2,Better,1,0,0,0,0,0,1,1,6
No,Travel_Frequently,1193,2,Below College,Medical,Male,86,High,3,Manufacturing Director,Single,19719,5,Yes,18,Excellent,0,2,Good,2,2,2,2,3,0,0,0,4
No,Travel_Rarely,1246,19,Bachelor,Life Sciences,Male,77,Medium,2,Sales Executive,Divorced,23757,1,No,14,Excellent,2,3,Better,10,7,0,4,1,0,0,0,6
No,Travel_Rarely,330,1,Bachelor,Life Sciences,Male,46,High,1,Human Resources,Divorced,15428,1,No,21,Outstanding,1,3,Best,5,3,1,3,1,0,1,0,4
No,Travel_Rarely,1229,4,Master,Life Sciences,Male,30,High,2,Healthcare Representative,Married,16143,1,Yes,16,Excellent,0,2,Better,3,2,1,2,4,0,0,0,6
No,Travel_Rarely,1099,4,Master,Medical,Female,82,Medium,1,Laboratory Technician,Married,8192,8,No,11,Excellent,0,5,Better,5,4,0,2,1,0,0,0,4
No,Travel_Rarely,571,14,Bachelor,Medical,Female,78,High,2,Sales Executive,Married,24200,3,Yes,17,Excellent,1,4,Good,5,4,1,2,3,0,0,0,6
Yes,Travel_Frequently,289,2,College,Medical,Male,38,Medium,1,Laboratory Technician,Single,5355,7,No,11,Excellent,0,2,Good,0,0,0,0,1,0,1,0,4
No,Travel_Rarely,1423,1,Bachelor,Life Sciences,Male,72,Medium,1,Research Scientist,Divorced,12530,1,No,14,Excellent,1,2,Bad,1,0,0,0,1,0,1,1,5
No,Travel_Frequently,467,7,Bachelor,Life Sciences,Male,55,High,2,Sales Executive,Single,11827,1,No,14,Excellent,0,5,Better,4,2,1,3,1,0,0,0,5
No,Travel_Rarely,271,3,College,Medical,Female,43,Medium,2,Laboratory Technician,Married,23070,4,No,25,Outstanding,1,3,Better,3,2,1,2,3,0,0,0,2
No,Travel_Frequently,410,2,Below College,Life Sciences,Female,97,High,1,Laboratory Technician,Married,4668,1,No,13,Excellent,3,3,Better,3,2,0,2,1,0,1,0,6
No,Travel_Rarely,1083,29,Below College,Life Sciences,Male,96,Low,2,Manufacturing Director,Married,3173,1,No,14,Excellent,2,2,Good,8,6,1,7,1,1,0,0,4
No,Travel_Rarely,516,8,Doctor,Life Sciences,Male,69,High,2,Healthcare Representative,Single,22049,2,Yes,17,Excellent,0,6,Better,0,0,0,0,1,0,0,0,5
No,Travel_Rarely,495,10,Bachelor,Medical,Male,64,High,3,Manager,Single,21072,2,No,25,Outstanding,0,5,Best,5,2,0,0,1,0,0,0,6
No,Travel_Frequently,1050,11,Master,Medical,Female,87,High,4,Manager,Divorced,24456,3,No,20,Outstanding,1,2,Better,14,9,1,12,4,0,0,0,4
Yes,Travel_Rarely,224,1,Master,Technical Degree,Male,100,Medium,1,Research Scientist,Single,7568,6,No,13,Excellent,0,2,Bad,9,7,0,7,1,0,1,0,2
No,Travel_Rarely,1089,6,Bachelor,Life Sciences,Female,32,High,3,Manufacturing Director,Single,9150,4,No,18,Excellent,0,3,Better,2,0,2,2,2,0,0,0,5
No,Travel_Rarely,228,3,Bachelor,Life Sciences,Female,51,High,4,Manager,Married,11380,8,No,12,Excellent,1,2,Best,13,12,5,1,3,0,0,0,6
No,Travel_Rarely,1029,16,Bachelor,Life Sciences,Female,91,Medium,3,Healthcare Representative,Single,21195,1,No,19,Excellent,0,3,Bad,11,8,3,3,2,0,0,0,7
No,Travel_Rarely,507,20,Below College,Life Sciences,Male,97,High,2,Laboratory Technician,Single,24812,1,No,14,Excellent,0,2,Better,4,3,1,2,0,0,1,0,3
Yes,Travel_Rarely,676,9,Master,Life Sciences,Male,86,High,1,Laboratory Technician,Single,21831,3,No,14,Excellent,0,3,Bad,5,4,1,0,2,0,1,0,4
No,Travel_Rarely,971,1,Bachelor,Technical Degree,Male,64,Medium,3,Sales Executive,Married,12288,1,Yes,14,Excellent,0,3,Better,10,9,8,6,1,0,0,0,8
Yes,Travel_Frequently,561,3,Bachelor,Life Sciences,Female,33,High,1,Research Scientist,Single,4156,1,No,12,Excellent,0,2,Bad,7,2,7,7,1,0,0,0,5
No,Travel_Rarely,1440,7,College,Technical Degree,Male,55,High,1,Sales Representative,Married,4944,1,Yes,25,Outstanding,1,4,Better,11,10,5,7,1,0,1,0,4
No,Travel_Rarely,1210,2,Bachelor,Medical,Male,68,Medium,1,Laboratory Technician,Married,24052,4,No,14,Excellent,1,3,Better,1,0,0,0,2,0,0,0,4
